level	let_mev_cm2_mg	sigma_cm2_per_active_read_bit	sigma_ci95_low	sigma_ci95_high	failed_joint_samples	joint_samples	model
nominal	0.01	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
nominal	0.010995218165011596	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
nominal	0.012089482249620098	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
nominal	0.013292649483660822	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
nominal	0.014615558106387948	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
nominal	0.016070124998313926	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
nominal	0.01766945302954682	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
nominal	0.01942794909162924	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
nominal	0.021361453876120245	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
nominal	0.02348738456897747	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
nominal	0.025824891746143414	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
nominal	0.028395031883665423	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
nominal	0.031220957036336136	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
nominal	0.03432812339349699	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
nominal	0.037744520590693754	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
nominal	0.041500923842845025	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
nominal	0.045631171170161265	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
nominal	0.050172468214091034	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
nominal	0.055165723389104096	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
nominal	0.06065591638938824	0.0	0.0	4.5299247834244276e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
