level	sample	node	total_rows	segment_rows	array_columns	column_mux_ratio	simultaneous_output_bits	injection_time_ns	qcrit_fc	qcrit_status	n_present	par_scale	dvth_cell_mv	dvth_ref_mv	static_sa_offset_mv	dynamic_noise_mv	equivalent_dvth_sa_mv	vth_sigma_mv	mobility_process_scale	combined_mobility_scale	tid_global_dvth_n_mv	tid_global_dvth_p_mv	tid_off_current_scale
low	10	sa	2048	256	128	4	32	2.05	3.125	resolved	127	0.8939776254450773	-19.521992063318194	-2.672981239769038	-2.007201707646759	6.2553118085611255	4.248110100914366	24.0	0.9112317527090894	0.9112317527090894	0.0	0.0	1.001938786
low	11	gbl	2048	256	128	4	32	1.62	8.59375	resolved	133	0.9425816825215685	-32.76648434314557	8.598937426020068	4.965171459060908	1.8921709868012164	6.857342445862125	24.0	1.0948588898470286	1.0948588898470286	0.0	0.0	1.001938786
low	11	sa	2048	256	128	4	32	2.35	13.28125	resolved	133	0.9425816825215685	-32.76648434314557	8.598937426020068	4.965171459060908	7.809178868396209	12.774350327457118	24.0	1.0948588898470286	1.0948588898470286	0.0	0.0	1.001938786
low	12	gbl	2048	256	128	4	32	1.62	10.15625	resolved	123	1.023135219965022	-2.907069806357441	-32.03349992583814	1.0854583820695631	-5.195464579971231	-4.110006197901669	24.0	1.0511201786073259	1.0511201786073259	0.0	0.0	1.001938786
low	12	sa	2048	256	128	4	32	2.05	3.90625	resolved	123	1.023135219965022	-2.907069806357441	-32.03349992583814	1.0854583820695631	1.9619477013284063	3.0474060833979695	24.0	1.0511201786073259	1.0511201786073259	0.0	0.0	1.001938786
low	13	gbl	2048	256	128	4	32	1.4	13.28125	resolved	121	0.9820279373725934	32.62385357826747	-3.6538464580308263	3.5834032450397766	9.6228571017154	13.206260346755176	24.0	1.045072595970885	1.045072595970885	0.0	0.0	1.001938786
low	13	sa	2048	256	128	4	32	2.25	11.71875	resolved	121	0.9820279373725934	32.62385357826747	-3.6538464580308263	3.5834032450397766	7.092594450485649	10.675997695525425	24.0	1.045072595970885	1.045072595970885	0.0	0.0	1.001938786
low	14	gbl	2048	256	128	4	32	1.1	10.15625	resolved	139	1.010297466701926	4.817357421648705	-1.2573358476909091	-3.3805557510222184	-0.3234524020051658	-3.704008153027384	24.0	0.9510104470485519	0.9510104470485519	0.0	0.0	1.001938786
low	14	sa	2048	256	128	4	32	2.25	9.765625	resolved	139	1.010297466701926	4.817357421648705	-1.2573358476909091	-3.3805557510222184	-1.9727700674083712	-5.35332581843059	24.0	0.9510104470485519	0.9510104470485519	0.0	0.0	1.001938786
low	15	gbl	2048	256	128	4	32	1.4	10.546875	resolved	155	1.011449019692333	14.620089966180196	-2.808649453708177	1.907171604870433	-6.509483427027218	-4.602311822156786	24.0	1.003145825012085	1.003145825012085	0.0	0.0	1.001938786
low	15	sa	2048	256	128	4	32	2.15	6.640625	resolved	155	1.011449019692333	14.620089966180196	-2.808649453708177	1.907171604870433	-5.875762224498411	-3.968590619627978	24.0	1.003145825012085	1.003145825012085	0.0	0.0	1.001938786
low	16	gbl	2048	256	128	4	32	1.4	9.375	resolved	130	1.0519325638339136	0.9266098379780756	12.092427359261308	0.19899073504212686	-1.3024223536000403	-1.1034316185579134	24.0	0.9848733642343703	0.9848733642343703	0.0	0.0	1.001938786
low	16	sa	2048	256	128	4	32	2.15	7.421875	resolved	130	1.0519325638339136	0.9266098379780756	12.092427359261308	0.19899073504212686	10.54046837722052	10.739459112262647	24.0	0.9848733642343703	0.9848733642343703	0.0	0.0	1.001938786
low	17	gbl	2048	256	128	4	32	1.55	8.59375	resolved	126	0.9983208872534628	-7.456275465988952	26.39030162457109	-1.7901277078288378	5.539174959055856	3.7490472512270183	24.0	1.1595892588771715	1.1595892588771715	0.0	0.0	1.001938786
low	17	sa	2048	256	128	4	32	2.35	13.28125	resolved	126	0.9983208872534628	-7.456275465988952	26.39030162457109	-1.7901277078288378	6.082472364837785	4.292344657008947	24.0	1.1595892588771715	1.1595892588771715	0.0	0.0	1.001938786
low	18	gbl	2048	256	128	4	32	1.55	8.59375	resolved	119	1.0383662547053916	7.014527608369047	43.66144937394736	2.648464568939805	2.0508124696831462	4.699277038622951	24.0	1.0593155337366775	1.0593155337366775	0.0	0.0	1.001938786
low	18	sa	2048	256	128	4	32	2.15	5.46875	resolved	119	1.0383662547053916	7.014527608369047	43.66144937394736	2.648464568939805	-6.650545769502123	-4.002081200562317	24.0	1.0593155337366775	1.0593155337366775	0.0	0.0	1.001938786
low	19	gbl	2048	256	128	4	32	1.55	10.546875	resolved	139	0.9796230645610002	53.525528932060524	-7.618035536646071	-5.45848803099531	-3.99138990437006	-9.44987793536537	24.0	0.9922472996884756	0.9922472996884756	0.0	0.0	1.001938786
low	19	sa	2048	256	128	4	32	2.15	7.8125	resolved	139	0.9796230645610002	53.525528932060524	-7.618035536646071	-5.45848803099531	-1.7555551983310749	-7.214043229326386	24.0	0.9922472996884756	0.9922472996884756	0.0	0.0	1.001938786
low	20	gbl	2048	256	128	4	32	1.55	7.421875	resolved	122	0.9381410829308257	-25.246953652065454	14.108038489351111	-0.8215465493622908	-0.14801712600586192	-0.9695636753681527	24.0	1.0857937582805373	1.0857937582805373	0.0	0.0	1.001938786
low	20	sa	2048	256	128	4	32	2.42	35.546875	resolved	122	0.9381410829308257	-25.246953652065454	14.108038489351111	-0.8215465493622908	-0.7340046190656583	-1.555551168427949	24.0	1.0857937582805373	1.0857937582805373	0.0	0.0	1.001938786
low	21	gbl	2048	256	128	4	32	1.1	9.375	resolved	126	1.0021996426245607	-0.29718665832841706	14.853520140296716	-2.3753774455329033	3.581476883700925	1.206099438168022	24.0	1.0152808213362106	1.0152808213362106	0.0	0.0	1.001938786
low	21	sa	2048	256	128	4	32	2.15	7.421875	resolved	126	1.0021996426245607	-0.29718665832841706	14.853520140296716	-2.3753774455329033	16.061417058218062	13.686039612685159	24.0	1.0152808213362106	1.0152808213362106	0.0	0.0	1.001938786
low	22	gbl	2048	256	128	4	32	1.4	9.375	resolved	131	0.9998428825869844	-41.94144859752633	-9.260043832208549	6.890646094187922	-3.4775405925821508	3.413105501605771	24.0	1.0886206536239422	1.0886206536239422	0.0	0.0	1.001938786
low	22	sa	2048	256	128	4	32	2.15	7.03125	resolved	131	0.9998428825869844	-41.94144859752633	-9.260043832208549	6.890646094187922	1.0659494965371876	7.95659559072511	24.0	1.0886206536239422	1.0886206536239422	0.0	0.0	1.001938786
low	23	gbl	2048	256	128	4	32	1.55	9.375	resolved	113	1.041627876622577	24.13161795161925	24.74630132361156	0.0738846193094621	1.8814025927756748	1.9552872120851368	24.0	1.0174511930078025	1.0174511930078025	0.0	0.0	1.001938786
low	23	sa	2048	256	128	4	32	2.05	3.125	resolved	113	1.041627876622577	24.13161795161925	24.74630132361156	0.0738846193094621	-2.2198242107462414	-2.1459395914367794	24.0	1.0174511930078025	1.0174511930078025	0.0	0.0	1.001938786
low	24	gbl	2048	256	128	4	32	1.25	11.71875	resolved	139	1.0031375161666376	-3.6492147091735125	-6.375764231243792	2.7887226324598147	5.957717727706354	8.746440360166169	24.0	1.137408891400709	1.137408891400709	0.0	0.0	1.001938786
low	24	sa	2048	256	128	4	32	2.35	14.0625	resolved	139	1.0031375161666376	-3.6492147091735125	-6.375764231243792	2.7887226324598147	4.009472610749649	6.798195243209463	24.0	1.137408891400709	1.137408891400709	0.0	0.0	1.001938786
low	25	gbl	2048	256	128	4	32	1.62	8.59375	resolved	118	0.9540366874669567	-19.275251095324972	-23.087201113216498	-2.215748175770136	-3.46525429449509	-5.681002470265225	24.0	0.9349283558158026	0.9349283558158026	0.0	0.0	1.001938786
